product_id,category,date,day_of_week,month,units_sold,price,revenue
prod_008,jackets,2024-07-14,6,7,13,2196,28548
prod_008,jackets,2024-07-15,0,7,9,3283,29547
prod_008,jackets,2024-07-16,1,7,9,4144,37296
prod_008,jackets,2024-07-17,2,7,9,2849,25641
prod_008,jackets,2024-07-18,3,7,8,2432,19456
prod_008,jackets,2024-07-19,4,7,10,1616,16160
prod_008,jackets,2024-07-20,5,7,7,3067,21469
prod_008,jackets,2024-07-21,6,7,10,4063,40630
prod_008,jackets,2024-07-22,0,7,7,2105,14735
prod_008,jackets,2024-07-23,1,7,7,1775,12425
prod_008,jackets,2024-07-24,2,7,6,3243,19458
prod_008,jackets,2024-07-25,3,7,5,1369,6845
prod_008,jackets,2024-07-26,4,7,7,1385,9695
prod_008,jackets,2024-07-27,5,7,10,3925,39250
prod_008,jackets,2024-07-28,6,7,11,1796,19756
prod_008,jackets,2024-07-29,0,7,8,1429,11432
prod_008,jackets,2024-07-30,1,7,9,1019,9171
prod_008,jackets,2024-07-31,2,7,8,3923,31384
prod_008,jackets,2024-08-01,3,8,7,2519,17633
prod_008,jackets,2024-08-02,4,8,10,4782,47820
prod_008,jackets,2024-08-03,5,8,10,4167,41670
prod_008,jackets,2024-08-04,6,8,16,585,9360
prod_008,jackets,2024-08-05,0,8,11,3615,39765
prod_008,jackets,2024-08-06,1,8,11,4509,49599
prod_008,jackets,2024-08-07,2,8,10,3826,38260
prod_008,jackets,2024-08-08,3,8,8,2869,22952
prod_008,jackets,2024-08-09,4,8,11,4138,45518
prod_008,jackets,2024-08-10,5,8,12,3160,37920
prod_008,jackets,2024-08-11,6,8,13,3436,44668
prod_008,jackets,2024-08-12,0,8,11,1696,18656
prod_008,jackets,2024-08-13,1,8,9,4605,41445
prod_008,jackets,2024-08-14,2,8,14,4922,68908
prod_008,jackets,2024-08-15,3,8,7,4324,30268
prod_008,jackets,2024-08-16,4,8,7,2129,14903
prod_008,jackets,2024-08-17,5,8,11,4196,46156
prod_008,jackets,2024-08-18,6,8,7,4869,34083
prod_008,jackets,2024-08-19,0,8,7,615,4305
prod_008,jackets,2024-08-20,1,8,8,1605,12840
prod_008,jackets,2024-08-21,2,8,5,3508,17540
prod_008,jackets,2024-08-22,3,8,6,4199,25194
prod_008,jackets,2024-08-23,4,8,6,4910,29460
prod_008,jackets,2024-08-24,5,8,8,3280,26240
prod_008,jackets,2024-08-25,6,8,10,3371,33710
prod_008,jackets,2024-08-26,0,8,8,2829,22632
prod_008,jackets,2024-08-27,1,8,11,4454,48994
prod_008,jackets,2024-08-28,2,8,7,2538,17766
prod_008,jackets,2024-08-29,3,8,6,2679,16074
prod_008,jackets,2024-08-30,4,8,7,4475,31325
prod_008,jackets,2024-08-31,5,8,12,1891,22692
prod_008,jackets,2024-09-01,6,9,14,3471,48594
prod_008,jackets,2024-09-02,0,9,9,4065,36585
prod_008,jackets,2024-09-03,1,9,10,1890,18900
prod_008,jackets,2024-09-04,2,9,11,3854,42394
prod_008,jackets,2024-09-05,3,9,9,4107,36963
prod_008,jackets,2024-09-06,4,9,12,3083,36996
prod_008,jackets,2024-09-07,5,9,12,2980,35760
prod_008,jackets,2024-09-08,6,9,14,3752,52528
prod_008,jackets,2024-09-09,0,9,9,1080,9720
prod_008,jackets,2024-09-10,1,9,7,753,5271
prod_008,jackets,2024-09-11,2,9,12,4332,51984
prod_008,jackets,2024-09-12,3,9,13,1199,15587
prod_008,jackets,2024-09-13,4,9,8,2173,17384
prod_008,jackets,2024-09-14,5,9,11,3227,35497
prod_008,jackets,2024-09-15,6,9,9,3888,34992
prod_008,jackets,2024-09-16,0,9,6,4807,28842
prod_008,jackets,2024-09-17,1,9,8,3298,26384
prod_008,jackets,2024-09-18,2,9,6,3740,22440
prod_008,jackets,2024-09-19,3,9,7,805,5635
prod_008,jackets,2024-09-20,4,9,8,4113,32904
prod_008,jackets,2024-09-21,5,9,11,705,7755
prod_008,jackets,2024-09-22,6,9,7,3950,27650
prod_008,jackets,2024-09-23,0,9,8,809,6472
prod_008,jackets,2024-09-24,1,9,6,3208,19248
prod_008,jackets,2024-09-25,2,9,7,4586,32102
prod_008,jackets,2024-09-26,3,9,6,2322,13932
prod_008,jackets,2024-09-27,4,9,8,1476,11808
prod_008,jackets,2024-09-28,5,9,8,4222,33776
prod_008,jackets,2024-09-29,6,9,11,3332,36652
prod_008,jackets,2024-09-30,0,9,12,4407,52884
prod_008,jackets,2024-10-01,1,10,9,3464,31176
prod_008,jackets,2024-10-02,2,10,10,3416,34160
prod_008,jackets,2024-10-03,3,10,10,2252,22520
prod_008,jackets,2024-10-04,4,10,9,3110,27990
prod_008,jackets,2024-10-05,5,10,15,4699,70485
prod_008,jackets,2024-10-06,6,10,13,4354,56602
prod_008,jackets,2024-10-07,0,10,10,3572,35720
prod_008,jackets,2024-10-08,1,10,13,1506,19578
prod_008,jackets,2024-10-09,2,10,12,2161,25932
prod_008,jackets,2024-10-10,3,10,11,4164,45804
prod_008,jackets,2024-10-11,4,10,9,1863,16767
prod_008,jackets,2024-10-12,5,10,11,1831,20141
prod_008,jackets,2024-10-13,6,10,13,2656,34528
prod_008,jackets,2024-10-14,0,10,10,2730,27300
prod_008,jackets,2024-10-15,1,10,6,1997,11982
prod_008,jackets,2024-10-16,2,10,8,4354,34832
prod_008,jackets,2024-10-17,3,10,5,868,4340
prod_008,jackets,2024-10-18,4,10,7,542,3794
prod_008,jackets,2024-10-19,5,10,7,3886,27202
prod_008,jackets,2024-10-20,6,10,8,3472,27776
prod_008,jackets,2024-10-21,0,10,7,2886,20202
prod_008,jackets,2024-10-22,1,10,8,2740,21920
prod_008,jackets,2024-10-23,2,10,7,1499,10493
prod_008,jackets,2024-10-24,3,10,5,2355,11775
prod_008,jackets,2024-10-25,4,10,8,4231,33848
prod_008,jackets,2024-10-26,5,10,9,951,8559
prod_008,jackets,2024-10-27,6,10,8,3593,28744
prod_008,jackets,2024-10-28,0,10,9,1382,12438
prod_008,jackets,2024-10-29,1,10,7,3777,26439
prod_008,jackets,2024-10-30,2,10,9,874,7866
prod_008,jackets,2024-10-31,3,10,11,3750,41250
prod_008,jackets,2024-11-01,4,11,10,612,6120
prod_008,jackets,2024-11-02,5,11,13,2424,31512
prod_008,jackets,2024-11-03,6,11,13,639,8307
prod_008,jackets,2024-11-04,0,11,8,3116,24928
prod_008,jackets,2024-11-05,1,11,12,1387,16644
prod_008,jackets,2024-11-06,2,11,9,4451,40059
prod_008,jackets,2024-11-07,3,11,12,4060,48720
prod_008,jackets,2024-11-08,4,11,8,1973,15784
prod_008,jackets,2024-11-09,5,11,15,4561,68415
prod_008,jackets,2024-11-10,6,11,14,4265,59710
prod_008,jackets,2024-11-11,0,11,9,2938,26442
prod_008,jackets,2024-11-12,1,11,7,3974,27818
prod_008,jackets,2024-11-13,2,11,9,627,5643
prod_008,jackets,2024-11-14,3,11,8,3261,26088
prod_008,jackets,2024-11-15,4,11,8,4956,39648
prod_008,jackets,2024-11-16,5,11,8,1017,8136
prod_008,jackets,2024-11-17,6,11,10,1841,18410
prod_008,jackets,2024-11-18,0,11,5,4302,21510
prod_008,jackets,2024-11-19,1,11,7,3775,26425
prod_008,jackets,2024-11-20,2,11,7,707,4949
prod_008,jackets,2024-11-21,3,11,6,3133,18798
prod_008,jackets,2024-11-22,4,11,6,3866,23196
prod_008,jackets,2024-11-23,5,11,10,4814,48140
prod_008,jackets,2024-11-24,6,11,9,4998,44982
prod_008,jackets,2024-11-25,0,11,7,4054,28378
prod_008,jackets,2024-11-26,1,11,6,3349,20094
prod_008,jackets,2024-11-27,2,11,9,2242,20178
prod_008,jackets,2024-11-28,3,11,6,4695,28170
prod_008,jackets,2024-11-29,4,11,12,3055,36660
prod_008,jackets,2024-11-30,5,11,12,3494,41928
prod_008,jackets,2024-12-01,6,12,11,1059,11649
prod_008,jackets,2024-12-02,0,12,8,783,6264
prod_008,jackets,2024-12-03,1,12,12,3428,41136
prod_008,jackets,2024-12-04,2,12,11,582,6402
prod_008,jackets,2024-12-05,3,12,10,2420,24200
prod_008,jackets,2024-12-06,4,12,11,2593,28523
prod_008,jackets,2024-12-07,5,12,12,675,8100
prod_008,jackets,2024-12-08,6,12,13,2318,30134
prod_008,jackets,2024-12-09,0,12,13,2601,33813
prod_008,jackets,2024-12-10,1,12,11,1864,20504
prod_008,jackets,2024-12-11,2,12,9,4962,44658
prod_008,jackets,2024-12-12,3,12,8,572,4576
prod_008,jackets,2024-12-13,4,12,6,3462,20772
prod_008,jackets,2024-12-14,5,12,14,2924,40936
prod_008,jackets,2024-12-15,6,12,12,1564,18768
prod_008,jackets,2024-12-16,0,12,8,4251,34008
prod_008,jackets,2024-12-17,1,12,6,2586,15516
prod_008,jackets,2024-12-18,2,12,7,3284,22988
prod_008,jackets,2024-12-19,3,12,7,4664,32648
prod_008,jackets,2024-12-20,4,12,6,4401,26406
prod_008,jackets,2024-12-21,5,12,6,1837,11022
prod_008,jackets,2024-12-22,6,12,11,2129,23419
prod_008,jackets,2024-12-23,0,12,9,1827,16443
prod_008,jackets,2024-12-24,1,12,8,3186,25488
prod_008,jackets,2024-12-25,2,12,7,4870,34090
prod_008,jackets,2024-12-26,3,12,6,4257,25542
prod_008,jackets,2024-12-27,4,12,8,2934,23472
prod_009,shoes,2024-07-01,0,7,47,4321,203087
prod_009,shoes,2024-07-02,1,7,49,1190,58310
prod_009,shoes,2024-07-03,2,7,42,3056,128352
prod_009,shoes,2024-07-04,3,7,57,4985,284145
prod_009,shoes,2024-07-05,4,7,43,4527,194661
prod_009,shoes,2024-07-06,5,7,74,3343,247382
prod_009,shoes,2024-07-07,6,7,74,1241,91834
prod_009,shoes,2024-07-08,0,7,48,2541,121968
prod_009,shoes,2024-07-09,1,7,74,1858,137492
prod_009,shoes,2024-07-10,2,7,49,562,27538
prod_009,shoes,2024-07-11,3,7,45,4851,218295
prod_009,shoes,2024-07-12,4,7,35,634,22190
prod_009,shoes,2024-07-13,5,7,60,3778,226680
prod_009,shoes,2024-07-14,6,7,52,1322,68744
prod_009,shoes,2024-07-15,0,7,48,1424,68352
prod_009,shoes,2024-07-16,1,7,41,1144,46904
prod_009,shoes,2024-07-17,2,7,45,1302,58590
prod_009,shoes,2024-07-18,3,7,44,4664,205216
prod_009,shoes,2024-07-19,4,7,47,776,36472
prod_009,shoes,2024-07-20,5,7,32,560,17920
prod_009,shoes,2024-07-21,6,7,52,3091,160732
prod_009,shoes,2024-07-22,0,7,31,1066,33046
prod_009,shoes,2024-07-23,1,7,33,1700,56100
prod_009,shoes,2024-07-24,2,7,35,4909,171815
prod_009,shoes,2024-07-25,3,7,32,2656,84992
prod_009,shoes,2024-07-26,4,7,30,3094,92820
prod_009,shoes,2024-07-27,5,7,48,2808,134784
prod_009,shoes,2024-07-28,6,7,32,586,18752
prod_009,shoes,2024-07-29,0,7,39,3442,134238
prod_009,shoes,2024-07-30,1,7,41,3273,134193
prod_009,shoes,2024-07-31,2,7,39,4170,162630
prod_009,shoes,2024-08-01,3,8,31,3200,99200
prod_009,shoes,2024-08-02,4,8,40,2147,85880
prod_009,shoes,2024-08-03,5,8,74,3818,282532
prod_009,shoes,2024-08-04,6,8,63,4884,307692
prod_009,shoes,2024-08-05,0,8,62,1220,75640
prod_009,shoes,2024-08-06,1,8,61,998,60878
prod_009,shoes,2024-08-07,2,8,45,2173,97785
prod_009,shoes,2024-08-08,3,8,58,2236,129688
prod_009,shoes,2024-08-09,4,8,63,4111,258993
prod_009,shoes,2024-08-10,5,8,55,4130,227150
prod_009,shoes,2024-08-11,6,8,57,646,36822
prod_009,shoes,2024-08-12,0,8,55,2910,160050
prod_009,shoes,2024-08-13,1,8,40,636,25440
prod_009,shoes,2024-08-14,2,8,33,518,17094
prod_009,shoes,2024-08-15,3,8,30,2742,82260
prod_009,shoes,2024-08-16,4,8,46,948,43608
prod_009,shoes,2024-08-17,5,8,58,2448,141984
prod_009,shoes,2024-08-18,6,8,29,2420,70180
prod_009,shoes,2024-08-19,0,8,35,3477,121695
prod_009,shoes,2024-08-20,1,8,34,3888,132192
prod_009,shoes,2024-08-21,2,8,43,3472,149296
prod_009,shoes,2024-08-22,3,8,35,4666,163310
prod_009,shoes,2024-08-23,4,8,33,1848,60984
prod_009,shoes,2024-08-24,5,8,49,1316,64484
prod_009,shoes,2024-08-25,6,8,52,1320,68640
prod_009,shoes,2024-08-26,0,8,38,750,28500
prod_009,shoes,2024-08-27,1,8,44,2288,100672
prod_009,shoes,2024-08-28,2,8,44,2963,130372
prod_009,shoes,2024-08-29,3,8,38,1667,63346
prod_009,shoes,2024-08-30,4,8,49,1004,49196
prod_009,shoes,2024-08-31,5,8,57,2121,120897
prod_009,shoes,2024-09-01,6,9,58,3494,202652
prod_009,shoes,2024-09-02,0,9,55,4316,237380
prod_009,shoes,2024-09-03,1,9,55,1158,63690
prod_009,shoes,2024-09-04,2,9,72,4508,324576
prod_009,shoes,2024-09-05,3,9,49,4264,208936
prod_009,shoes,2024-09-06,4,9,58,3489,202362
prod_009,shoes,2024-09-07,5,9,77,2982,229614
prod_009,shoes,2024-09-08,6,9,60,883,52980
prod_009,shoes,2024-09-09,0,9,47,2839,133433
prod_009,shoes,2024-09-10,1,9,55,3906,214830
prod_009,shoes,2024-09-11,2,9,48,4677,224496
prod_009,shoes,2024-09-12,3,9,41,3104,127264
prod_009,shoes,2024-09-13,4,9,38,705,26790
prod_009,shoes,2024-09-14,5,9,53,4635,245655
prod_009,shoes,2024-09-15,6,9,50,3390,169500
prod_009,shoes,2024-09-16,0,9,35,3693,129255
prod_009,shoes,2024-09-17,1,9,40,3806,152240
prod_009,shoes,2024-09-18,2,9,34,1397,47498
prod_009,shoes,2024-09-19,3,9,33,1170,38610
prod_009,shoes,2024-09-20,4,9,44,2005,88220
prod_009,shoes,2024-09-21,5,9,45,2455,110475
prod_009,shoes,2024-09-22,6,9,53,749,39697
prod_009,shoes,2024-09-23,0,9,40,2353,94120
prod_009,shoes,2024-09-24,1,9,49,3354,164346
prod_009,shoes,2024-09-25,2,9,41,3926,160966
prod_009,shoes,2024-09-26,3,9,41,543,22263
prod_009,shoes,2024-09-27,4,9,34,1788,60792
prod_009,shoes,2024-09-28,5,9,56,3442,192752
prod_009,shoes,2024-09-29,6,9,57,2948,168036
prod_009,shoes,2024-09-30,0,9,46,3971,182666
prod_009,shoes,2024-10-01,1,10,49,1303,63847
prod_009,shoes,2024-10-02,2,10,57,989,56373
prod_009,shoes,2024-10-03,3,10,61,3391,206851
prod_009,shoes,2024-10-04,4,10,57,2205,125685
prod_009,shoes,2024-10-05,5,10,80,3075,246000
prod_009,shoes,2024-10-06,6,10,59,4091,241369
prod_009,shoes,2024-10-07,0,10,40,1454,58160
prod_009,shoes,2024-10-08,1,10,52,2933,152516
prod_009,shoes,2024-10-09,2,10,55,2847,156585
prod_009,shoes,2024-10-10,3,10,47,4990,234530
prod_009,shoes,2024-10-11,4,10,40,1357,54280
prod_009,shoes,2024-10-12,5,10,72,883,63576
prod_009,shoes,2024-10-13,6,10,70,4790,335300
prod_009,shoes,2024-10-14,0,10,57,3225,183825
prod_009,shoes,2024-10-15,1,10,35,4751,166285
prod_009,shoes,2024-10-16,2,10,42,4488,188496
prod_009,shoes,2024-10-17,3,10,31,3415,105865
prod_009,shoes,2024-10-18,4,10,39,3450,134550
prod_009,shoes,2024-10-19,5,10,50,1474,73700
prod_009,shoes,2024-10-20,6,10,36,1730,62280
prod_009,shoes,2024-10-21,0,10,37,1863,68931
prod_009,shoes,2024-10-22,1,10,37,4440,164280
prod_009,shoes,2024-10-23,2,10,30,4987,149610
prod_009,shoes,2024-10-24,3,10,37,1268,46916
prod_009,shoes,2024-10-25,4,10,26,1107,28782
prod_009,shoes,2024-10-26,5,10,46,2040,93840
prod_009,shoes,2024-10-27,6,10,57,4259,242763
prod_009,shoes,2024-10-28,0,10,42,3449,144858
prod_009,shoes,2024-10-29,1,10,33,4075,134475
prod_009,shoes,2024-10-30,2,10,41,4699,192659
prod_009,shoes,2024-10-31,3,10,40,2878,115120
prod_009,shoes,2024-11-01,4,11,48,1705,81840
prod_009,shoes,2024-11-02,5,11,85,3971,337535
prod_009,shoes,2024-11-03,6,11,52,3328,173056
prod_009,shoes,2024-11-04,0,11,59,3350,197650
prod_009,shoes,2024-11-05,1,11,45,665,29925
prod_009,shoes,2024-11-06,2,11,42,4339,182238
prod_009,shoes,2024-11-07,3,11,58,1758,101964
prod_009,shoes,2024-11-08,4,11,36,4934,177624
prod_009,shoes,2024-11-09,5,11,48,3084,148032
prod_009,shoes,2024-11-10,6,11,62,518,32116
prod_009,shoes,2024-11-11,0,11,41,3230,132430
prod_009,shoes,2024-11-12,1,11,38,2758,104804
prod_009,shoes,2024-11-13,2,11,44,3402,149688
prod_009,shoes,2024-11-14,3,11,42,1838,77196
prod_009,shoes,2024-11-15,4,11,26,4134,107484
prod_009,shoes,2024-11-16,5,11,46,2717,124982
prod_009,shoes,2024-11-17,6,11,26,4039,105014
prod_009,shoes,2024-11-18,0,11,34,4883,166022
prod_009,shoes,2024-11-19,1,11,37,4478,165686
prod_009,shoes,2024-11-20,2,11,31,1598,49538
prod_009,shoes,2024-11-21,3,11,38,2824,107312
prod_009,shoes,2024-11-22,4,11,31,1070,33170
prod_009,shoes,2024-11-23,5,11,46,3404,156584
prod_009,shoes,2024-11-24,6,11,37,2374,87838
prod_009,shoes,2024-11-25,0,11,41,2178,89298
prod_009,shoes,2024-11-26,1,11,30,2977,89310
prod_009,shoes,2024-11-27,2,11,53,4005,212265
prod_009,shoes,2024-11-28,3,11,51,1819,92769
prod_009,shoes,2024-11-29,4,11,49,1641,80409
prod_009,shoes,2024-11-30,5,11,64,3755,240320
prod_009,shoes,2024-12-01,6,12,63,589,37107
prod_009,shoes,2024-12-02,0,12,40,1304,52160
prod_009,shoes,2024-12-03,1,12,46,1444,66424
prod_009,shoes,2024-12-04,2,12,52,2110,109720
prod_009,shoes,2024-12-05,3,12,48,3423,164304
prod_009,shoes,2024-12-06,4,12,46,4891,224986
prod_009,shoes,2024-12-07,5,12,63,2887,181881
prod_009,shoes,2024-12-08,6,12,53,1454,77062
prod_009,shoes,2024-12-09,0,12,52,1762,91624
prod_009,shoes,2024-12-10,1,12,39,3827,149253
prod_009,shoes,2024-12-11,2,12,55,4774,262570
prod_009,shoes,2024-12-12,3,12,45,1730,77850
prod_009,shoes,2024-12-13,4,12,42,3154,132468
prod_009,shoes,2024-12-14,5,12,48,4356,209088
prod_009,shoes,2024-12-15,6,12,52,3635,189020
prod_009,shoes,2024-12-16,0,12,35,2046,71610
prod_009,shoes,2024-12-17,1,12,39,1594,62166
prod_009,shoes,2024-12-18,2,12,31,2823,87513
prod_009,shoes,2024-12-19,3,12,30,4645,139350
prod_009,shoes,2024-12-20,4,12,31,3655,113305
prod_009,shoes,2024-12-21,5,12,41,4470,183270
prod_009,shoes,2024-12-22,6,12,41,691,28331
prod_009,shoes,2024-12-23,0,12,32,1403,44896
prod_009,shoes,2024-12-24,1,12,33,1136,37488
prod_009,shoes,2024-12-25,2,12,43,1536,66048
prod_009,shoes,2024-12-26,3,12,36,4761,171396
prod_009,shoes,2024-12-27,4,12,42,2930,123060
prod_010,jackets,2024-07-01,0,7,30,3000,90000
prod_010,jackets,2024-07-02,1,7,34,1789,60826
prod_010,jackets,2024-07-03,2,7,24,3683,88392
prod_010,jackets,2024-07-04,3,7,30,3716,111480
prod_010,jackets,2024-07-05,4,7,32,2653,84896
prod_010,jackets,2024-07-06,5,7,40,725,29000
prod_010,jackets,2024-07-07,6,7,52,1187,61724
prod_010,jackets,2024-07-08,0,7,30,1029,30870
prod_010,jackets,2024-07-09,1,7,37,2653,98161
prod_010,jackets,2024-07-10,2,7,35,1794,62790
prod_010,jackets,2024-07-11,3,7,38,4635,176130
prod_010,jackets,2024-07-12,4,7,32,4302,137664
prod_010,jackets,2024-07-13,5,7,24,946,22704
prod_010,jackets,2024-07-14,6,7,49,4415,216335
prod_010,jackets,2024-07-15,0,7,33,726,23958
prod_010,jackets,2024-07-16,1,7,26,4643,120718
prod_010,jackets,2024-07-17,2,7,19,4279,81301
prod_010,jackets,2024-07-18,3,7,21,686,14406
prod_010,jackets,2024-07-19,4,7,22,2432,53504
prod_010,jackets,2024-07-20,5,7,31,3424,106144
prod_010,jackets,2024-07-21,6,7,37,2381,88097
prod_010,jackets,2024-07-22,0,7,27,769,20763
prod_010,jackets,2024-07-23,1,7,17,2074,35258
prod_010,jackets,2024-07-24,2,7,23,3392,78016
prod_010,jackets,2024-07-25,3,7,18,1945,35010
prod_010,jackets,2024-07-26,4,7,23,719,16537
prod_010,jackets,2024-07-27,5,7,30,2166,64980
prod_010,jackets,2024-07-28,6,7,29,3285,95265
prod_010,jackets,2024-07-29,0,7,25,2794,69850
prod_010,jackets,2024-07-30,1,7,29,571,16559
prod_010,jackets,2024-07-31,2,7,32,2067,66144
prod_010,jackets,2024-08-01,3,8,25,4182,104550
prod_010,jackets,2024-08-02,4,8,34,848,28832
prod_010,jackets,2024-08-03,5,8,34,4408,149872
prod_010,jackets,2024-08-04,6,8,43,2834,121862
prod_010,jackets,2024-08-05,0,8,27,3309,89343
prod_010,jackets,2024-08-06,1,8,44,3186,140184
prod_010,jackets,2024-08-07,2,8,35,3485,121975
prod_010,jackets,2024-08-08,3,8,34,3264,110976
prod_010,jackets,2024-08-09,4,8,38,836,31768
prod_010,jackets,2024-08-10,5,8,40,1410,56400
prod_010,jackets,2024-08-11,6,8,33,2496,82368
prod_010,jackets,2024-08-12,0,8,30,4704,141120
prod_010,jackets,2024-08-13,1,8,25,4257,106425
prod_010,jackets,2024-08-14,2,8,31,1634,50654
prod_010,jackets,2024-08-15,3,8,27,3246,87642
prod_010,jackets,2024-08-16,4,8,28,1386,38808
prod_010,jackets,2024-08-17,5,8,37,3573,132201
prod_010,jackets,2024-08-18,6,8,31,3857,119567
prod_010,jackets,2024-08-19,0,8,28,1370,38360
prod_010,jackets,2024-08-20,1,8,21,1617,33957
prod_010,jackets,2024-08-21,2,8,23,3909,89907
prod_010,jackets,2024-08-22,3,8,19,3483,66177
prod_010,jackets,2024-08-23,4,8,18,642,11556
prod_010,jackets,2024-08-24,5,8,28,2931,82068
prod_010,jackets,2024-08-25,6,8,32,2348,75136
prod_010,jackets,2024-08-26,0,8,27,3572,96444
prod_010,jackets,2024-08-27,1,8,23,1567,36041
prod_010,jackets,2024-08-28,2,8,24,1788,42912
prod_010,jackets,2024-08-29,3,8,24,4371,104904
prod_010,jackets,2024-08-30,4,8,28,571,15988
prod_010,jackets,2024-08-31,5,8,31,2190,67890
prod_010,jackets,2024-09-01,6,9,35,3803,133105
prod_010,jackets,2024-09-02,0,9,25,3613,90325
prod_010,jackets,2024-09-03,1,9,37,2004,74148
prod_010,jackets,2024-09-04,2,9,28,2963,82964
prod_010,jackets,2024-09-05,3,9,37,923,34151
prod_010,jackets,2024-09-06,4,9,33,3978,131274
prod_010,jackets,2024-09-07,5,9,40,992,39680
prod_010,jackets,2024-09-08,6,9,45,691,31095
prod_010,jackets,2024-09-09,0,9,27,2468,66636
prod_010,jackets,2024-09-10,1,9,30,4822,144660
prod_010,jackets,2024-09-11,2,9,22,3720,81840
prod_010,jackets,2024-09-12,3,9,26,1973,51298
prod_010,jackets,2024-09-13,4,9,30,2542,76260
prod_010,jackets,2024-09-14,5,9,36,772,27792
prod_010,jackets,2024-09-15,6,9,28,1551,43428
prod_010,jackets,2024-09-16,0,9,26,4533,117858
prod_010,jackets,2024-09-17,1,9,28,4297,120316
prod_010,jackets,2024-09-18,2,9,28,3789,106092
prod_010,jackets,2024-09-19,3,9,21,807,16947
prod_010,jackets,2024-09-20,4,9,23,3859,88757
prod_010,jackets,2024-09-21,5,9,19,3247,61693
prod_010,jackets,2024-09-22,6,9,30,2017,60510
prod_010,jackets,2024-09-23,0,9,19,2461,46759
prod_010,jackets,2024-09-24,1,9,25,4805,120125
prod_010,jackets,2024-09-25,2,9,23,4505,103615
prod_010,jackets,2024-09-26,3,9,24,4063,97512
prod_010,jackets,2024-09-27,4,9,22,683,15026
prod_010,jackets,2024-09-28,5,9,30,3858,115740
prod_010,jackets,2024-09-29,6,9,35,1773,62055
prod_010,jackets,2024-09-30,0,9,15,3467,52005
prod_010,jackets,2024-10-01,1,10,38,1805,68590
prod_010,jackets,2024-10-02,2,10,28,1415,39620
prod_010,jackets,2024-10-03,3,10,33,4747,156651
prod_010,jackets,2024-10-04,4,10,38,1528,58064
prod_010,jackets,2024-10-05,5,10,40,4700,188000
prod_010,jackets,2024-10-06,6,10,51,4264,217464
prod_010,jackets,2024-10-07,0,10,36,2898,104328
prod_010,jackets,2024-10-08,1,10,27,4735,127845
prod_010,jackets,2024-10-09,2,10,30,2730,81900
prod_010,jackets,2024-10-10,3,10,33,628,20724
prod_010,jackets,2024-10-11,4,10,37,4470,165390
prod_010,jackets,2024-10-12,5,10,35,4744,166040
prod_010,jackets,2024-10-13,6,10,43,4297,184771
prod_010,jackets,2024-10-14,0,10,25,2544,63600
prod_010,jackets,2024-10-15,1,10,18,3714,66852
prod_010,jackets,2024-10-16,2,10,25,749,18725
prod_010,jackets,2024-10-17,3,10,25,1483,37075
prod_010,jackets,2024-10-18,4,10,20,1388,27760
prod_010,jackets,2024-10-19,5,10,22,1826,40172
prod_010,jackets,2024-10-20,6,10,23,970,22310
prod_010,jackets,2024-10-21,0,10,23,4559,104857
prod_010,jackets,2024-10-22,1,10,22,3273,72006
prod_010,jackets,2024-10-23,2,10,28,4123,115444
prod_010,jackets,2024-10-24,3,10,23,2685,61755
prod_010,jackets,2024-10-25,4,10,24,2552,61248
prod_010,jackets,2024-10-26,5,10,33,3808,125664
prod_010,jackets,2024-10-27,6,10,31,1760,54560
prod_010,jackets,2024-10-28,0,10,23,4432,101936
prod_010,jackets,2024-10-29,1,10,28,859,24052
prod_010,jackets,2024-10-30,2,10,27,3366,90882
prod_010,jackets,2024-10-31,3,10,31,4506,139686
prod_010,jackets,2024-11-01,4,11,39,2125,82875
prod_010,jackets,2024-11-02,5,11,44,1231,54164
prod_010,jackets,2024-11-03,6,11,46,4461,205206
prod_010,jackets,2024-11-04,0,11,28,2087,58436
prod_010,jackets,2024-11-05,1,11,36,2111,75996
prod_010,jackets,2024-11-06,2,11,25,2136,53400
prod_010,jackets,2024-11-07,3,11,32,2658,85056
prod_010,jackets,2024-11-08,4,11,26,1949,50674
prod_010,jackets,2024-11-09,5,11,41,1732,71012
prod_010,jackets,2024-11-10,6,11,36,2537,91332
prod_010,jackets,2024-11-11,0,11,31,3149,97619
prod_010,jackets,2024-11-12,1,11,29,1089,31581
prod_010,jackets,2024-11-13,2,11,25,3321,83025
prod_010,jackets,2024-11-14,3,11,20,571,11420
prod_010,jackets,2024-11-15,4,11,25,4016,100400
prod_010,jackets,2024-11-16,5,11,37,768,28416
prod_010,jackets,2024-11-17,6,11,31,2276,70556
prod_010,jackets,2024-11-18,0,11,19,1583,30077
prod_010,jackets,2024-11-19,1,11,19,4601,87419
prod_010,jackets,2024-11-20,2,11,19,906,17214
prod_010,jackets,2024-11-21,3,11,22,3576,78672
prod_010,jackets,2024-11-22,4,11,18,3118,56124
prod_010,jackets,2024-11-23,5,11,25,1911,47775
prod_010,jackets,2024-11-24,6,11,37,3450,127650
prod_010,jackets,2024-11-25,0,11,25,3434,85850
prod_010,jackets,2024-11-26,1,11,30,1503,45090
prod_010,jackets,2024-11-27,2,11,26,2966,77116
prod_010,jackets,2024-11-28,3,11,26,2135,55510
prod_010,jackets,2024-11-29,4,11,25,2198,54950
prod_010,jackets,2024-11-30,5,11,44,2395,105380
prod_010,jackets,2024-12-01,6,12,37,4740,175380
